 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -1.780613e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.474515e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -2.084190e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.301043e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 3.341190e-02  9.896063e-01  9.687092e-01  2.068116e-01  5.294068e-01  7.851392e-03  9.300962e-02  9.301218e-02  4.507106e-02 -9.841628e-01  4.690101e-01 -4.074997e-01 -5.560523e-08 -7.981892e-06 -3.947506e-01  4.035912e-01 -1.519427e-08  8.100909e-03  3.706107e-01  8.657947e-03  1.303081e-01  1.303087e-01  6.311783e-02 -4.528554e-01  1.785693e-01  5.821066e-01 -4.140534e-08  1.140191e-05  5.638900e-01  3.416630e-01 -9.733413e-09  8.936362e-03  4.062396e+01  1.513027e+01  1.961126e-06 -8.009223e-08  5.572392e-02  0.000000e+00  2.492768e-08  9.000309e-01  6.703263e-07  0.000000e+00 
 6.654074e-02  9.896070e-01  9.687075e-01  2.068115e-01  5.294068e-01  7.853506e-03  9.300962e-02  9.301411e-02  4.510155e-02 -9.853751e-01  4.701919e-01 -4.074992e-01 -1.325573e-07 -1.608702e-05 -3.947503e-01  4.036397e-01 -8.097432e-08  8.087182e-03  3.706107e-01  8.658648e-03  1.303081e-01  1.303096e-01  6.312308e-02 -4.529973e-01  1.787062e-01  5.821078e-01 -1.343665e-07  2.297985e-05  5.638895e-01  3.416630e-01 -5.180756e-08  8.931889e-03  4.124872e+01  1.519400e+01  2.752611e-06 -1.602775e-07  5.566945e-02  0.000000e+00  1.327819e-07  9.000307e-01  8.232833e-07  0.000000e+00 
 9.950127e-02  9.896086e-01  9.687044e-01  2.068115e-01  5.294068e-01  7.855333e-03  9.300962e-02  9.301578e-02  4.512610e-02 -9.871796e-01  4.719717e-01 -4.074991e-01 -2.156762e-07 -2.445926e-05 -3.947496e-01  4.037850e-01 -2.282199e-07  8.064609e-03  3.706107e-01  8.659278e-03  1.303081e-01  1.303103e-01  6.312978e-02 -4.532317e-01  1.789338e-01  5.821095e-01 -3.028300e-07  3.493936e-05  5.638886e-01  3.416630e-01 -1.485477e-07  8.924016e-03  4.175540e+01  1.529095e+01  3.499661e-06 -2.776115e-07  5.565119e-02  0.000000e+00  3.767676e-07  9.000306e-01  8.817400e-07  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -1.780613e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.474515e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -2.084190e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.301043e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 3.341190e-02  9.896063e-01  9.687092e-01  2.068116e-01  5.294068e-01  7.851392e-03  9.300962e-02  9.301218e-02  4.507106e-02 -9.841628e-01  4.690101e-01 -4.074997e-01 -5.560523e-08 -7.981892e-06 -3.947506e-01  4.035912e-01 -1.519427e-08  8.100909e-03  3.706107e-01  8.657947e-03  1.303081e-01  1.303087e-01  6.311783e-02 -4.528554e-01  1.785693e-01  5.821066e-01 -4.140534e-08  1.140191e-05  5.638900e-01  3.416630e-01 -9.733413e-09  8.936362e-03  4.062396e+01  1.513027e+01  1.961126e-06 -8.009223e-08  5.572392e-02  0.000000e+00  2.492768e-08  9.000309e-01  6.703263e-07  0.000000e+00 
 6.654074e-02  9.896070e-01  9.687075e-01  2.068115e-01  5.294068e-01  7.853506e-03  9.300962e-02  9.301411e-02  4.510155e-02 -9.853751e-01  4.701919e-01 -4.074992e-01 -1.325573e-07 -1.608702e-05 -3.947503e-01  4.036397e-01 -8.097432e-08  8.087182e-03  3.706107e-01  8.658648e-03  1.303081e-01  1.303096e-01  6.312308e-02 -4.529973e-01  1.787062e-01  5.821078e-01 -1.343665e-07  2.297985e-05  5.638895e-01  3.416630e-01 -5.180756e-08  8.931889e-03  4.124872e+01  1.519400e+01  2.752611e-06 -1.602775e-07  5.566945e-02  0.000000e+00  1.327819e-07  9.000307e-01  8.232833e-07  0.000000e+00 
 9.950127e-02  9.896086e-01  9.687044e-01  2.068115e-01  5.294068e-01  7.855333e-03  9.300962e-02  9.301578e-02  4.512610e-02 -9.871796e-01  4.719717e-01 -4.074991e-01 -2.156762e-07 -2.445926e-05 -3.947496e-01  4.037850e-01 -2.282199e-07  8.064609e-03  3.706107e-01  8.659278e-03  1.303081e-01  1.303103e-01  6.312978e-02 -4.532317e-01  1.789338e-01  5.821095e-01 -3.028300e-07  3.493936e-05  5.638886e-01  3.416630e-01 -1.485477e-07  8.924016e-03  4.175540e+01  1.529095e+01  3.499661e-06 -2.776115e-07  5.565119e-02  0.000000e+00  3.767676e-07  9.000306e-01  8.817400e-07  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -1.780613e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.474515e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -2.084190e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.301043e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 3.341190e-02  9.896063e-01  9.687092e-01  2.068116e-01  5.294068e-01  7.851392e-03  9.300962e-02  9.301218e-02  4.507106e-02 -9.841628e-01  4.690101e-01 -4.074997e-01 -5.560523e-08 -7.981892e-06 -3.947506e-01  4.035912e-01 -1.519427e-08  8.100909e-03  3.706107e-01  8.657947e-03  1.303081e-01  1.303087e-01  6.311783e-02 -4.528554e-01  1.785693e-01  5.821066e-01 -4.140534e-08  1.140191e-05  5.638900e-01  3.416630e-01 -9.733413e-09  8.936362e-03  4.062396e+01  1.513027e+01  1.961126e-06 -8.009223e-08  5.572392e-02  0.000000e+00  2.492768e-08  9.000309e-01  6.703263e-07  0.000000e+00 
 6.654074e-02  9.896070e-01  9.687075e-01  2.068115e-01  5.294068e-01  7.853506e-03  9.300962e-02  9.301411e-02  4.510155e-02 -9.853751e-01  4.701919e-01 -4.074992e-01 -1.325573e-07 -1.608702e-05 -3.947503e-01  4.036397e-01 -8.097432e-08  8.087182e-03  3.706107e-01  8.658648e-03  1.303081e-01  1.303096e-01  6.312308e-02 -4.529973e-01  1.787062e-01  5.821078e-01 -1.343665e-07  2.297985e-05  5.638895e-01  3.416630e-01 -5.180756e-08  8.931889e-03  4.124872e+01  1.519400e+01  2.752611e-06 -1.602775e-07  5.566945e-02  0.000000e+00  1.327819e-07  9.000307e-01  8.232833e-07  0.000000e+00 
 9.950127e-02  9.896086e-01  9.687044e-01  2.068115e-01  5.294068e-01  7.855333e-03  9.300962e-02  9.301578e-02  4.512610e-02 -9.871796e-01  4.719717e-01 -4.074991e-01 -2.156762e-07 -2.445926e-05 -3.947496e-01  4.037850e-01 -2.282199e-07  8.064609e-03  3.706107e-01  8.659278e-03  1.303081e-01  1.303103e-01  6.312978e-02 -4.532317e-01  1.789338e-01  5.821095e-01 -3.028300e-07  3.493936e-05  5.638886e-01  3.416630e-01 -1.485477e-07  8.924016e-03  4.175540e+01  1.529095e+01  3.499661e-06 -2.776115e-07  5.565119e-02  0.000000e+00  3.767676e-07  9.000306e-01  8.817400e-07  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -1.780613e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.474515e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -2.084190e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.301043e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 3.341190e-02  9.896063e-01  9.687092e-01  2.068116e-01  5.294068e-01  7.851392e-03  9.300962e-02  9.301218e-02  4.507106e-02 -9.841628e-01  4.690101e-01 -4.074997e-01 -5.560523e-08 -7.981892e-06 -3.947506e-01  4.035912e-01 -1.519427e-08  8.100909e-03  3.706107e-01  8.657947e-03  1.303081e-01  1.303087e-01  6.311783e-02 -4.528554e-01  1.785693e-01  5.821066e-01 -4.140534e-08  1.140191e-05  5.638900e-01  3.416630e-01 -9.733413e-09  8.936362e-03  4.062396e+01  1.513027e+01  1.961126e-06 -8.009223e-08  5.572392e-02  0.000000e+00  2.492768e-08  9.000309e-01  6.703263e-07  0.000000e+00 
 6.654074e-02  9.896070e-01  9.687075e-01  2.068115e-01  5.294068e-01  7.853506e-03  9.300962e-02  9.301411e-02  4.510155e-02 -9.853751e-01  4.701919e-01 -4.074992e-01 -1.325573e-07 -1.608702e-05 -3.947503e-01  4.036397e-01 -8.097432e-08  8.087182e-03  3.706107e-01  8.658648e-03  1.303081e-01  1.303096e-01  6.312308e-02 -4.529973e-01  1.787062e-01  5.821078e-01 -1.343665e-07  2.297985e-05  5.638895e-01  3.416630e-01 -5.180756e-08  8.931889e-03  4.124872e+01  1.519400e+01  2.752611e-06 -1.602775e-07  5.566945e-02  0.000000e+00  1.327819e-07  9.000307e-01  8.232833e-07  0.000000e+00 
 9.950127e-02  9.896086e-01  9.687044e-01  2.068115e-01  5.294068e-01  7.855333e-03  9.300962e-02  9.301578e-02  4.512610e-02 -9.871796e-01  4.719717e-01 -4.074991e-01 -2.156762e-07 -2.445926e-05 -3.947496e-01  4.037850e-01 -2.282199e-07  8.064609e-03  3.706107e-01  8.659278e-03  1.303081e-01  1.303103e-01  6.312978e-02 -4.532317e-01  1.789338e-01  5.821095e-01 -3.028300e-07  3.493936e-05  5.638886e-01  3.416630e-01 -1.485477e-07  8.924016e-03  4.175540e+01  1.529095e+01  3.499661e-06 -2.776115e-07  5.565119e-02  0.000000e+00  3.767676e-07  9.000306e-01  8.817400e-07  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -2.084190e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.301043e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 3.341190e-02  9.896063e-01  9.687092e-01  2.068116e-01  5.294068e-01  7.851392e-03  9.300962e-02  9.301218e-02  4.507106e-02 -9.841628e-01  4.690101e-01 -4.074997e-01 -5.560523e-08 -7.981892e-06 -3.947506e-01  4.035912e-01 -1.519427e-08  8.100909e-03  3.706107e-01  8.657947e-03  1.303081e-01  1.303087e-01  6.311783e-02 -4.528554e-01  1.785693e-01  5.821066e-01 -4.140534e-08  1.140191e-05  5.638900e-01  3.416630e-01 -9.733413e-09  8.936362e-03  4.062396e+01  1.513027e+01  1.961126e-06 -8.009223e-08  5.572392e-02  0.000000e+00  2.492768e-08  9.000309e-01  6.703263e-07  0.000000e+00 
 6.654074e-02  9.896070e-01  9.687075e-01  2.068115e-01  5.294068e-01  7.853506e-03  9.300962e-02  9.301411e-02  4.510155e-02 -9.853751e-01  4.701919e-01 -4.074992e-01 -1.325573e-07 -1.608702e-05 -3.947503e-01  4.036397e-01 -8.097432e-08  8.087182e-03  3.706107e-01  8.658648e-03  1.303081e-01  1.303096e-01  6.312308e-02 -4.529973e-01  1.787062e-01  5.821078e-01 -1.343665e-07  2.297985e-05  5.638895e-01  3.416630e-01 -5.180756e-08  8.931889e-03  4.124872e+01  1.519400e+01  2.752611e-06 -1.602775e-07  5.566945e-02  0.000000e+00  1.327819e-07  9.000307e-01  8.232833e-07  0.000000e+00 
 9.950127e-02  9.896086e-01  9.687044e-01  2.068115e-01  5.294068e-01  7.855333e-03  9.300962e-02  9.301578e-02  4.512610e-02 -9.871796e-01  4.719717e-01 -4.074991e-01 -2.156762e-07 -2.445926e-05 -3.947496e-01  4.037850e-01 -2.282199e-07  8.064609e-03  3.706107e-01  8.659278e-03  1.303081e-01  1.303103e-01  6.312978e-02 -4.532317e-01  1.789338e-01  5.821095e-01 -3.028300e-07  3.493936e-05  5.638886e-01  3.416630e-01 -1.485477e-07  8.924016e-03  4.175540e+01  1.529095e+01  3.499661e-06 -2.776115e-07  5.565119e-02  0.000000e+00  3.767676e-07  9.000306e-01  8.817400e-07  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01  2.576871e-18  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  0.000000e+00  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -3.696981e-16  9.000312e-01  0.000000e+00  0.000000e+00 
 3.341190e-02  9.896063e-01  9.687092e-01  2.068116e-01  5.294068e-01  7.851392e-03  9.300962e-02  9.301218e-02  4.507106e-02 -9.841628e-01  4.690101e-01 -4.074997e-01 -5.560523e-08 -7.981892e-06 -3.947506e-01  4.035912e-01 -1.519427e-08  8.100909e-03  3.706107e-01  8.657947e-03  1.303081e-01  1.303087e-01  6.311783e-02 -4.528554e-01  1.785693e-01  5.821066e-01 -4.140534e-08  1.140191e-05  5.638900e-01  3.416630e-01 -9.733413e-09  8.936362e-03  4.062396e+01  1.513027e+01  1.961126e-06 -8.009223e-08  5.572392e-02  0.000000e+00  2.492768e-08  9.000309e-01  6.703263e-07  0.000000e+00 
 6.654074e-02  9.896070e-01  9.687075e-01  2.068115e-01  5.294068e-01  7.853506e-03  9.300962e-02  9.301411e-02  4.510155e-02 -9.853751e-01  4.701919e-01 -4.074992e-01 -1.325573e-07 -1.608702e-05 -3.947503e-01  4.036397e-01 -8.097432e-08  8.087182e-03  3.706107e-01  8.658648e-03  1.303081e-01  1.303096e-01  6.312308e-02 -4.529973e-01  1.787062e-01  5.821078e-01 -1.343665e-07  2.297985e-05  5.638895e-01  3.416630e-01 -5.180756e-08  8.931889e-03  4.124872e+01  1.519400e+01  2.752611e-06 -1.602775e-07  5.566945e-02  0.000000e+00  1.327819e-07  9.000307e-01  8.232833e-07  0.000000e+00 
 9.950127e-02  9.896086e-01  9.687044e-01  2.068115e-01  5.294068e-01  7.855333e-03  9.300962e-02  9.301578e-02  4.512610e-02 -9.871796e-01  4.719717e-01 -4.074991e-01 -2.156762e-07 -2.445926e-05 -3.947496e-01  4.037850e-01 -2.282199e-07  8.064609e-03  3.706107e-01  8.659278e-03  1.303081e-01  1.303103e-01  6.312978e-02 -4.532317e-01  1.789338e-01  5.821095e-01 -3.028300e-07  3.493936e-05  5.638886e-01  3.416630e-01 -1.485477e-07  8.924016e-03  4.175540e+01  1.529095e+01  3.499661e-06 -2.776115e-07  5.565119e-02  0.000000e+00  3.767676e-07  9.000306e-01  8.817400e-07  0.000000e+00 
 2.560000e-98  9.896064e-01  9.687093e-01  2.068117e-01  5.294068e-01  7.848878e-03  9.300962e-02  9.301000e-02  4.504989e-02 -9.838976e-01  4.687624e-01 -4.075012e-01  4.226274e-15  5.442028e-15 -3.947508e-01  4.033973e-01 -2.084190e-17  8.102408e-03  3.706107e-01  8.657135e-03  1.303081e-01  1.303077e-01  6.311507e-02 -4.528282e-01  1.785421e-01  5.821053e-01  1.791350e-14 -7.804859e-15  5.638902e-01  3.416630e-01  1.301043e-17  8.936772e-03  4.149701e+01  1.536300e+01  6.099292e-07  9.833088e-15  5.582942e-02  0.000000e+00 -7.240633e-17  9.000312e-01  0.000000e+00  0.000000e+00 
 3.341190e-02  9.896063e-01  9.687092e-01  2.068116e-01  5.294068e-01  7.851392e-03  9.300962e-02  9.301218e-02  4.507106e-02 -9.841628e-01  4.690101e-01 -4.074997e-01 -5.560523e-08 -7.981892e-06 -3.947506e-01  4.035912e-01 -1.519427e-08  8.100909e-03  3.706107e-01  8.657947e-03  1.303081e-01  1.303087e-01  6.311783e-02 -4.528554e-01  1.785693e-01  5.821066e-01 -4.140534e-08  1.140191e-05  5.638900e-01  3.416630e-01 -9.733413e-09  8.936362e-03  4.062396e+01  1.513027e+01  1.961126e-06 -8.009223e-08  5.572392e-02  0.000000e+00  2.492768e-08  9.000309e-01  6.703263e-07  0.000000e+00 
